HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,362831
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,242300
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,402654
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,150442
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,261061
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,191150
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,252212
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,253982
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,104867
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,158407
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,179646
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,137168
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,175221
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,428318
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,71681
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,97345
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,380530
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,192035
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,247787
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,238053
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,446902
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,451,68584
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,448672
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,232743
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,265486
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,95575
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,227433
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,779,131858
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,1980,9,736,61946
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,237168
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,145132
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,110619
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,393805
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,433628
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,286902
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,261061
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,203539
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,236283
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,348672
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,256637
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,263345
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,215929
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,153539
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,243362
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,125221
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,203539
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,221238
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,141884
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,277876
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,255442
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,141592
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,249557
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,280973
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,350884
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,176991
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,360176
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,129646
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,148672
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,287610
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,210619
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,210619
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,464601
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,171238
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,415929
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,411504
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,283185
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,160176
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,243362
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,171681
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,356637
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,126548
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,101769
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,71238
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,358407
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,153097
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,120796
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,67256
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,254123
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73053
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,138,55752
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,219469
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,218584
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,504424
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,362831
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,254867
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,210619
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,389380
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,320353
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,172566
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,83902
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,93805
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,245132
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,218584
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,324778
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,163716
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,234513
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,340707
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,266371
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,123893
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,168141
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,247787
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,244690
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,200000
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,197345
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,138938
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,58407
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,407424
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,256637
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,250442
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,208849
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,256637
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,307964
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,339823
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,236283
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,78318
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,83628
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,150442
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,147787
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,312389
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,422123
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,184070
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,164601
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,205309
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,419469
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,357522
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,371681
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,345132
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,371681
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,163716
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,163716
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,104424
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,132743
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,158407
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,346017
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,175221
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,106194
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,181415
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,117699
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,221238
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,242477
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,165929
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,57522
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,295575
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,250442
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,255442
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,283185
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,139823
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,323008
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,107079
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,157522
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,278761
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,191150
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,144752
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,82300
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,140380
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,360176
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,209734
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,146017
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,307079
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,332743
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,266814
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,68141
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,60619
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,250442
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,430,58407
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,252212
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,265044
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,157522
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,73893
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,307079
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,367256
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,323088
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,193769
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,221238
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73840
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,221238
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,154867
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,383185
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,63716
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,185840
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,221238
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,135398
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,162831
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,216814
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,225663
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,644,63716
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,1035,451327
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,142035
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,383185
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,101769
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,61946
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,393805
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,408849
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,333628
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,300884
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,281415
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,260707
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,62831
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,157522
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,270796
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,203539
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,317699
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,438053
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,194690
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,60973
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,380530
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,92920
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,393805
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,203539
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,296460
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,238053
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,280530
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,295575
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,327433
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,172566
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,372566
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,203539
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,168141
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,380530
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,220353
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,274336
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,250442
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,326548
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,246017
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,288053
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,315929
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,178761
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,378761
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,176991
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,82300
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,398230
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,155752
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,199115
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,199115
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,446017
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,224778
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,353982
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,296460
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,287610
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,125663
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,65486
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,232743
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,119469
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,207964
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,88318
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,181415
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,420353
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,210265
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,172566
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,65929
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,176991
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,384955
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,160176
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,192920
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,349115
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,255442
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,236283
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,92920
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,193805
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,59115
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,158407
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,327433
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,203539
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,2092,367256
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,262929
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,315044
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,123008
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,398230
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,176991
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,242477
terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015,7,914,389380
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,176991
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,66814
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,265486
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,220353
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,168141
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,199637
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,232743
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,290265
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,196460
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,141592
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,242274
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,427433
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,261061
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,907,296460
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,135,62831
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,92035
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,119469
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,286902
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,395575
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,307079
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,100884
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,152654
